Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
hd-sil70-shore-a-yellow-dental-product,Hd Sil:70 Shore A Yellow | Dental Product,"<p><h1 class=""name"">Addition Silicone Ideal for any Technique - 70 shore</h1></p>
<p><div class=""features-container""></p>
<p>Description: Hd Sil 70sh - 5kg+5kg</p>
<p>Putty addition silicone with 1:1 mixing ratio.</p>
<p>HD SIL can be modeled during working and is rigid once hardening is completed, but it keeps the values measured unaltered. Due to its ease of use, it is ideal for the pressed ceramic technique, total prostheses, and masks.</p>
<p></div></p>",Techim,,Lab Putty,"Acrylics, Dental Stone",TRUE,Title,Default Title,,,,,SIL000023,0,shopify,,deny,manual,310,,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2024/03/SIL000023-Hd-Sil-70sh-5kg5kg-e1744716820853.webp,1,Hd Sil:70 Shore A Yellow | Dental Product,FALSE,Hd Sil:70 Shore A Yellow | Dental Product,"<p><h1 class=""name"">Addition Silicone Ideal for any Technique - 70 shore</h1></p>",,g,,,active
impression-paste-dental-productss-white-zoe,Impression Paste | Dental Product|Ss White Zoe,"<p><ul></p>
<p><li>For extending impression trays</li></p>
<p><li>Working temperature 48-52 degrees.</li></p>
<p><li>15 sticks per box.</li></p>
<p></ul></p>",SS Zoe,,Impression Trays & Accessories,Acrylics,TRUE,Title,Default Title,,,,,Im400,0,shopify,,deny,manual,39,,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2024/03/Im400_SS_White_Impression_Paste.webp,1,Impression Paste | Dental Product|Ss White Zoe,FALSE,Impression Paste | Dental Product|Ss White Zoe,,,g,,,active
green-tracing-sticks-dental-productmodellind-tray,Green Tracing Sticks | Dental Product|modellind tray,"<p><ul></p>
<p><li>For extending impression trays</li></p>
<p><li>Working temperature 48-52 degrees.</li></p>
<p><li>15 sticks per box.</li></p>
<p></ul></p>",,,Impression Trays & Accessories,Acrylics,TRUE,Title,Default Title,,,,,Im800,0,shopify,,deny,manual,28,,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2024/03/Im800_Green_Compound_Sticks.webp,1,Green Tracing Sticks | Dental Product|modellind tray,FALSE,Green Tracing Sticks | Dental Product|modellind tray,,,g,,,active
registration-material-4x50ml-dental-productbausch-arti-bite,Registration Material 4X50Ml | Dental Product|Bausch Arti-Bite,,Bausch,,Articulating Paper & Accessories,Acrylics,TRUE,Title,Default Title,,,,,BK400,0,shopify,,deny,manual,129,,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2024/03/Bausch-Arti-Bite-Registration-Material-BK400.webp,1,Registration Material 4X50Ml | Dental Product|Bausch Arti-Bite,FALSE,Registration Material 4X50Ml | Dental Product|Bausch Arti-Bite,,,g,,,active
silicone-oxide-crucibles-dental-productcasting-dental,Silicone Oxide Crucibles | Dental Product|Casting dental,"<p><ul></p>
<p><li>Long lasting, highly resilient.</li></p>
<p><li>Made to withstand constant temperature & thermal shock.</li></p>
<p><li>Various Types: Degussa, Kerr, Bego-Fornax, Galloni, Ducatron.</li></p>
<p></ul></p>",Ducatron,,Crown and Bridges,Instruments & Tools,TRUE,Type,Ducatron,,,,,ccr311-040562-Ducatron,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,Silicone Oxide Crucibles | Dental Product|Casting dental,,,g,,,active
silicone-oxide-crucibles-dental-productcasting-dental,,,,,,,TRUE,Type,Galloni,,,,,ccr311-040562-Galloni,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
silicone-oxide-crucibles-dental-productcasting-dental,,,,,,,TRUE,Type,BegoFormax,,,,,ccr311-040562-BegoFormax,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
silicone-oxide-crucibles-dental-productcasting-dental,,,,,,,TRUE,Type,Kerr,,,,,ccr311-040562-Kerr,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
silicone-oxide-crucibles-dental-productcasting-dental,,,,,,,TRUE,Type,Degussa,,,,,ccr311-040562-Degussa,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
silicone-oxide-crucibles-dental-productcasting-dental,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/03/Sub_Cat_Crucibles_Web2018.webp,1,Silicone Oxide Crucibles | Dental Product|Casting dental,,,,,,,,
df-5a-plus-milling-machine-dental-product,Df-5A Plus Milling Machine | Dental Product,"<p><strong>Intelligent</strong><strong>,</strong><strong>Powerful</strong><strong>，</strong><strong>Unattended</p>
<p>24-Hour Milling For Labs</strong></p>
<p>Digital & Intelligent Zirconia Milling Solution.DF-5A Plus digital and intelligent dental milling machine is the best choice for building a digital lab. It adopts the development concept of high automation, which can help the lab to complete the processing of zirconia, acrylic and other materials. With the trend of more and more pre-shade zirconia blocks being used in labs, the frequency of manual disc changing has been greatly increased. The D52-ADC is equipped with 8-slot automatic disc changer, which can greatly improve production efficiency and reduce Labor costs. At the same time, the automatic disc changing function also realizes unattended milling at night, realizes 24/7 milling. In addition, a series of automatic functions such as automatic tooth removal and automatic calibration can reduce the direct participation of personnel, standardize the production process, and ensure production stability.         <img class=""alignnone wp-image-1996"" src=""http://3deltadental.com/wp-content/uploads/2024/03/Screenshot-2024-03-07-152104.png"" alt="""" width=""962"" height=""159"" /></p>
<p><a href=""https://depragdental.com/d52-adc-dental-milling-machine/""><strong>Millable Material</strong></a><strong>    </strong><strong>Zirconia -PMMA/ Wax-Peek- Soft milling - CoCr sintering metal </strong></p>
<p><u>2 Years warranty                                 </u><u>( BY REQUEST)</u></p>",Da Vinci,,Machinery Equipment & Accessories,CAD CAM Products,TRUE,Title,Default Title,,,,,DF-5A Plus,0,shopify,,deny,manual,,,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2024/03/WhatsApp-Image-2024-02-26-at-19.23.23.jpeg,1,Df-5A Plus Milling Machine | Dental Product,FALSE,Df-5A Plus Milling Machine | Dental Product,,,g,,,active
s7-mosi2-sintering-furnace-dental-product,S7 Mosi2 Sintering Furnace| Dental Product,"<p><div class=""fusion-builder-row fusion-builder-row-inner fusion-row fusion-flex-align-items-flex-start""></p>
<p><div class=""fusion-layout-column fusion_builder_column_inner fusion-builder-nested-column-9 fusion_builder_column_inner_2_3 2_3 fusion-flex-column""></p>
<p><div class=""fusion-column-wrapper fusion-flex-justify-content-flex-start fusion-content-layout-column""></p>
<p><div><span class="" fusion-imageframe imageframe-none imageframe-7 hover-type-none""><img class=""img-responsive wp-image-5659 lazyautosizes lazyloaded alignleft"" title=""1"" src=""https://depragdental.com/wp-content/uploads/2022/12/1-23.png"" sizes=""375px"" srcset=""https://depragdental.com/wp-content/uploads/2022/12/1-23-200x200.png 200w, https://depragdental.com/wp-content/uploads/2022/12/1-23-400x400.png 400w, https://depragdental.com/wp-content/uploads/2022/12/1-23-600x600.png 600w, https://depragdental.com/wp-content/uploads/2022/12/1-23.png 800w"" alt="""" width=""800"" height=""800"" data-orig-src=""https://depragdental.com/wp-content/uploads/2022/12/1-23.png"" data-srcset=""https://depragdental.com/wp-content/uploads/2022/12/1-23-200x200.png 200w, https://depragdental.com/wp-content/uploads/2022/12/1-23-400x400.png 400w, https://depragdental.com/wp-content/uploads/2022/12/1-23-600x600.png 600w, https://depragdental.com/wp-content/uploads/2022/12/1-23.png 800w"" data-sizes=""auto"" data-orig-sizes=""(max-width: 1024px) 100vw, (max-width: 640px) 100vw, 800px"" /></span></div></p>
<p></div></p>
<p></div></p>
<p><div class=""fusion-layout-column fusion_builder_column_inner fusion-builder-nested-column-10 fusion_builder_column_inner_1_3 1_3 fusion-flex-column"" style=""text-align: left;""></p>
<p><div class=""fusion-column-wrapper fusion-flex-justify-content-flex-start fusion-content-layout-column""></p>
<p><div class=""fusion-title title fusion-title-3 fusion-sep-none fusion-title-text fusion-title-size-one""></p>
<p><h1 class=""title-heading-left fusion-responsive-typography-calculated"">BarreMoSi2</h1></p>
<p></div></p>
<p></div></p>
<p></div></p>
<p></div></p>
<p><div class=""fusion-builder-row fusion-builder-row-inner fusion-row fusion-flex-align-items-flex-start""></p>
<p><div class=""fusion-layout-column fusion_builder_column_inner fusion-builder-nested-column-11 fusion_builder_column_inner_1_4 1_4 fusion-flex-column"" style=""text-align: left;""></p>
<p><div class=""fusion-column-wrapper fusion-flex-justify-content-flex-start fusion-content-layout-column""></p>
<p><div><span class="" fusion-imageframe imageframe-none imageframe-8 hover-type-none""><img class=""img-responsive wp-image-5649 lazyloaded"" title=""8461"" src=""https://depragdental.com/wp-content/uploads/2022/12/8461.png"" alt="""" width=""152"" height=""152"" data-orig-src=""https://depragdental.com/wp-content/uploads/2022/12/8461.png"" /></span></div></p>
<p><div class=""fusion-text fusion-text-10""></p>
<p>MoSi2 heating element</p>
<p></div></p>
<p></div></p>
<p></div></p>
<p><div class=""fusion-layout-column fusion_builder_column_inner fusion-builder-nested-column-12 fusion_builder_column_inner_1_4 1_4 fusion-flex-column"" style=""text-align: left;""></p>
<p><div class=""fusion-column-wrapper fusion-flex-justify-content-flex-start fusion-content-layout-column""></p>
<p><div><span class="" fusion-imageframe imageframe-none imageframe-9 hover-type-none""><img class=""img-responsive wp-image-5125 lazyloaded"" title=""The most complete series of books (2)"" src=""https://depragdental.com/wp-content/uploads/2022/12/%E6%9C%80%E5%85%A8%E7%9A%84-%E7%B3%BB%E5%88%97%E5%9B%BE%E4%B9%A6-2-150x150.png"" alt="""" width=""150"" height=""150"" data-orig-src=""https://depragdental.com/wp-content/uploads/2022/12/最全的-系列图书-2-150x150.png"" /></span></div></p>
<p><div class=""fusion-text fusion-text-11""></p>
<p>Preset programs</p>
<p></div></p>
<p></div></p>
<p></div></p>
<p><div class=""fusion-layout-column fusion_builder_column_inner fusion-builder-nested-column-13 fusion_builder_column_inner_1_4 1_4 fusion-flex-column"" style=""text-align: left;""></p>
<p><div class=""fusion-column-wrapper fusion-flex-justify-content-flex-start fusion-content-layout-column""></p>
<p><div><span class="" fusion-imageframe imageframe-none imageframe-10 hover-type-none""><img class=""img-responsive wp-image-5126 lazyloaded"" title=""The most complete series of books (3)"" src=""https://depragdental.com/wp-content/uploads/2022/12/%E6%9C%80%E5%85%A8%E7%9A%84-%E7%B3%BB%E5%88%97%E5%9B%BE%E4%B9%A6-3-150x150.png"" alt="""" width=""150"" height=""150"" data-orig-src=""https://depragdental.com/wp-content/uploads/2022/12/最全的-系列图书-3-150x150.png"" /></span></div></p>
<p><div class=""fusion-text fusion-text-12""></p>
<p>Touchscreen a colori HD</p>
<p></div></p>
<p></div></p>
<p></div></p>
<p><div class=""fusion-layout-column fusion_builder_column_inner fusion-builder-nested-column-14 fusion_builder_column_inner_1_4 1_4 fusion-flex-column""></p>
<p><div class=""fusion-column-wrapper fusion-flex-justify-content-flex-start fusion-content-layout-column""></p>
<p><div style=""text-align: left;""><span class="" fusion-imageframe imageframe-none imageframe-11 hover-type-none""><img class=""img-responsive wp-image-5127 lazyloaded"" title=""The most complete series of books"" src=""https://depragdental.com/wp-content/uploads/2022/12/%E6%9C%80%E5%85%A8%E7%9A%84-%E7%B3%BB%E5%88%97%E5%9B%BE%E4%B9%A6-150x150.png"" alt="""" width=""150"" height=""150"" data-orig-src=""https://depragdental.com/wp-content/uploads/2022/12/最全的-系列图书-150x150.png"" /></span></div></p>
<p><div class=""fusion-text fusion-text-13""></p>
<p><p style=""text-align: left; padding-left: 800px;"">    Fast heating speed</p></p>
<p></div></p>
<p></div></p>
<p></div></p>
<p><div class=""fusion-layout-column fusion_builder_column fusion-builder-column-19 fusion_builder_column_1_1 1_1 fusion-flex-column""></p>
<p><div class=""fusion-column-wrapper fusion-flex-justify-content-flex-start fusion-content-layout-column""></p>
<p><div><a class=""fusion-button button-flat fusion-button-default-size button-custom button-4 fusion-button-default-span fusion-button-default-type"" target=""_self"" rel=""noopener""><span class=""fusion-button-text"">Specifications</span></a></div></p>
<p></div></p>
<p></div></p>
<p><div class=""fusion-layout-column fusion_builder_column fusion-builder-column-20 fusion_builder_column_2_5 2_5 fusion-flex-column""></p>
<p><div class=""fusion-column-wrapper fusion-flex-justify-content-flex-start fusion-content-layout-column""></p>
<p><div><span class="" fusion-imageframe imageframe-none imageframe-13 hover-type-none""><img class=""img-responsive wp-image-5661 lazyautosizes lazyloaded alignleft"" title=""1"" src=""https://depragdental.com/wp-content/uploads/2022/12/1-24.png"" sizes=""478px"" srcset=""https://depragdental.com/wp-content/uploads/2022/12/1-24-200x284.png 200w, https://depragdental.com/wp-content/uploads/2022/12/1-24-400x567.png 400w, https://depragdental.com/wp-content/uploads/2022/12/1-24.png 564w"" alt="""" width=""564"" height=""800"" data-orig-src=""https://depragdental.com/wp-content/uploads/2022/12/1-24.png"" data-srcset=""https://depragdental.com/wp-content/uploads/2022/12/1-24-200x284.png 200w, https://depragdental.com/wp-content/uploads/2022/12/1-24-400x567.png 400w, https://depragdental.com/wp-content/uploads/2022/12/1-24.png 564w"" data-sizes=""auto"" data-orig-sizes=""(max-width: 1024px) 100vw, (max-width: 640px) 100vw, 564px"" /></span></div></p>
<p></div></p>
<p></div></p>
<p><div class=""fusion-layout-column fusion_builder_column fusion-builder-column-21 fusion_builder_column_3_5 3_5 fusion-flex-column""></p>
<p><div class=""fusion-column-wrapper fusion-flex-justify-content-flex-start fusion-content-layout-column""></p>
<p><div class=""table-2""></p>
<p><table width=""100%""></p>
<p><thead></p>
<p><tr></p>
<p><th align=""left"">Technical data</th></p>
<p><th align=""left""></th></p>
<p></tr></p>
<p></thead></p>
<p><tbody></p>
<p><tr></p>
<p><td align=""left"">Dimensions (W x D x H)</td></p>
<p><td align=""left"">338 mm x 520 mm x 751 mm</td></p>
<p></tr></p>
<p><tr></p>
<p><td align=""left"">Weight</td></p>
<p><td align=""left"">approx. 53 kilograms</td></p>
<p></tr></p>
<p><tr></p>
<p><td align=""left"">Power supply</td></p>
<p><td align=""left"">220 V/50-60 Hz</td></p>
<p></tr></p>
<p><tr></p>
<p><td align=""left"">Maximum. production</td></p>
<p><td align=""left"">3000W</td></p>
<p></tr></p>
<p><tr></p>
<p><td align=""left"">Maximum. sintering temperature</td></p>
<p><td align=""left"">1550 ℃</td></p>
<p></tr></p>
<p><tr></p>
<p><td align=""left"">Combustion chamber</td></p>
<p><td align=""left"">Φ100 mm</td></p>
<p></tr></p>
<p><tr></p>
<p><td align=""left"">Combustion chamber capacity</td></p>
<p><td align=""left"">0,95 l</td></p>
<p></tr></p>
<p><tr></p>
<p><td align=""left"">Capacity</td></p>
<p><td align=""left"">up to 100 units of zirconium</td></p>
<p></tr></p>
<p><tr></p>
<p><td style=""text-align: left;"" align=""left"">Accessories</td></p>
<p><td align=""left""></p>
<p><p style=""text-align: left;"">Silicon carbide rods <strong>[or molybdenum silicide rods]</strong> , sintering tray, tweezers, zirconia balls, PTCR</p></p>
<p></td></p>
<p></tr></p>
<p></tbody></p>
<p></table></p>
<p></div></p>
<p></div></p>
<p></div></p>
<p></div></p>",Deprag,,Machinery Equipment & Accessories,CAD CAM Products,TRUE,Title,Default Title,,,,,S7 MoSi2,0,shopify,,deny,manual,,,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2024/03/S7-MoSi2.webp,1,S7 Mosi2 Sintering Furnace| Dental Product,FALSE,S7 Mosi2 Sintering Furnace| Dental Product,,,g,,,active
s7-ultra-fast-sintering-furnace-dental-product,S7 Ultra Fast Sintering Furnace   | Dental Product,"<p>The S7 Ultra sintering furnace breaks the public’s traditional perception of sintering furnace with its ultra-fast sintering rate of 20 minutes. DEPRAG has always focused on providing high-value digital dental solutions, freeing technicians from repetitive and inefficient work, fully respecting value and creating value.</p>
<p><div class=""fusion-layout-column fusion_builder_column fusion-builder-column-18 fusion_builder_column_1_2 1_2 fusion-flex-column""></p>
<p><div class=""fusion-column-wrapper fusion-flex-justify-content-flex-start fusion-content-layout-column""></p>
<p><div><span class="" fusion-imageframe imageframe-none imageframe-5 hover-type-none""><img class=""img-responsive wp-image-7288 lazyautosizes ls-is-cached lazyloaded alignleft"" title=""未命名的设计 (1)"" src=""https://depragdental.com/wp-content/uploads/2023/12/%E6%9C%AA%E5%91%BD%E5%90%8D%E7%9A%84%E8%AE%BE%E8%AE%A1-1.png"" sizes=""445px"" srcset=""https://depragdental.com/wp-content/uploads/2023/12/未命名的设计-1-200x200.png 200w, https://depragdental.com/wp-content/uploads/2023/12/未命名的设计-1-400x400.png 400w, https://depragdental.com/wp-content/uploads/2023/12/未命名的设计-1-600x600.png 600w, https://depragdental.com/wp-content/uploads/2023/12/未命名的设计-1-800x800.png 800w, https://depragdental.com/wp-content/uploads/2023/12/未命名的设计-1-1200x1200.png 1200w, https://depragdental.com/wp-content/uploads/2023/12/未命名的设计-1.png 1654w"" alt="""" width=""316"" height=""316"" data-orig-src=""https://depragdental.com/wp-content/uploads/2023/12/未命名的设计-1.png"" data-srcset=""https://depragdental.com/wp-content/uploads/2023/12/未命名的设计-1-200x200.png 200w, https://depragdental.com/wp-content/uploads/2023/12/未命名的设计-1-400x400.png 400w, https://depragdental.com/wp-content/uploads/2023/12/未命名的设计-1-600x600.png 600w, https://depragdental.com/wp-content/uploads/2023/12/未命名的设计-1-800x800.png 800w, https://depragdental.com/wp-content/uploads/2023/12/未命名的设计-1-1200x1200.png 1200w, https://depragdental.com/wp-content/uploads/2023/12/未命名的设计-1.png 1654w"" data-sizes=""auto"" data-orig-sizes=""(max-width: 1024px) 100vw, (max-width: 640px) 100vw, 600px"" /></span></div></p>
<p></div></p>
<p></div></p>
<p><div class=""fusion-layout-column fusion_builder_column fusion-builder-column-19 fusion_builder_column_1_2 1_2 fusion-flex-column""></p>
<p><div class=""fusion-column-wrapper fusion-flex-justify-content-flex-start fusion-content-layout-column""></p>
<p><div class=""fusion-text fusion-text-8""></p>
<p><p style=""text-align: left;"">The S7 Ultra sintering furnace has a precise temperature control function, which can set the precise temperature according to different materials and requirements, thus supporting the sintering, crystallization and glazing functions of zirconia, glass ceramics and other materials.</p></p>
<p><p style=""text-align: left;"">A single machine integrates the functions of multiple devices into one, solves multiple needs, and enables stomatological hospitals to reduce not only the cost of purchasing equipment, but also the cost of managing and maintaining equipment. Moreover, simplifying the number of devices would allow technicians to focus less on the patient experience.</p></p>
<p></div></p>
<p></div></p>
<p></div></p>",Deprag,,Machinery Equipment & Accessories,CAD CAM Products,TRUE,Title,Default Title,,,,,S7 Ultra,0,shopify,,deny,manual,,,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2024/03/Deprag_S7.jpg,1,S7 Ultra Fast Sintering Furnace   | Dental Product,FALSE,S7 Ultra Fast Sintering Furnace   | Dental Product,"<p>The S7 Ultra sintering furnace breaks the public’s traditional perception of sintering furnace with its ultra-fast sintering rate of 20 minutes. DEPRAG has always focused on providing high-value digital dental solutions, freeing technicians from repetitive and inefficient work, fully respecting value and creating value.</p>",,g,,,active
